"time","activity"
"2018-12-18 00:00:00",0
"2018-12-18 00:01:00",0
"2018-12-18 00:02:00",0
"2018-12-18 00:03:00",0
"2018-12-18 00:04:00",94.3716058992322
"2018-12-18 00:05:00",0
"2018-12-18 00:06:00",163.324829710611
"2018-12-18 00:07:00",34.2052627529741
"2018-12-18 00:08:00",0
"2018-12-18 00:09:00",8.06225774829855
"2018-12-18 00:10:00",0
"2018-12-18 00:11:00",0
"2018-12-18 00:12:00",114.039466852489
"2018-12-18 00:13:00",151.588258120476
"2018-12-18 00:14:00",116.927327857948
"2018-12-18 00:15:00",1557.23793942994
"2018-12-18 00:16:00",1163.21795034293
"2018-12-18 00:17:00",313.231543749987
"2018-12-18 00:18:00",0
"2018-12-18 00:19:00",0
"2018-12-18 00:20:00",358.457807837966
"2018-12-18 00:21:00",50.2991053598372
"2018-12-18 00:22:00",0
"2018-12-18 00:23:00",1466.94546592571
"2018-12-18 00:24:00",557.977598116627
"2018-12-18 00:25:00",910
"2018-12-18 00:26:00",996.037147901623
"2018-12-18 00:27:00",0
"2018-12-18 00:28:00",2064.36866862487
"2018-12-18 00:29:00",690.345565640861
"2018-12-18 00:30:00",214.965113448671
"2018-12-18 00:31:00",0
"2018-12-18 00:32:00",27.5136329843952
"2018-12-18 00:33:00",860.17498219839
"2018-12-18 00:34:00",1328.25487012094
"2018-12-18 00:35:00",2641.35684828839
"2018-12-18 00:36:00",574.7930062205
"2018-12-18 00:37:00",0
"2018-12-18 00:38:00",1838.16593375027
"2018-12-18 00:39:00",715.935751307336
"2018-12-18 00:40:00",1456.99073435626
"2018-12-18 00:41:00",511.406883019773
"2018-12-18 00:42:00",823.853142252914
"2018-12-18 00:43:00",0
"2018-12-18 00:44:00",259.848032511312
"2018-12-18 00:45:00",764.794089935324
"2018-12-18 00:46:00",599.879987997599
"2018-12-18 00:47:00",1228.41116894955
"2018-12-18 00:48:00",0
"2018-12-18 00:49:00",0
"2018-12-18 00:50:00",0
"2018-12-18 00:51:00",0
"2018-12-18 00:52:00",455.232907422124
"2018-12-18 00:53:00",0
"2018-12-18 00:54:00",0
"2018-12-18 00:55:00",0
"2018-12-18 00:56:00",0
"2018-12-18 00:57:00",0
"2018-12-18 00:58:00",0
"2018-12-18 00:59:00",0
"2018-12-18 01:00:00",0
"2018-12-18 01:01:00",0
"2018-12-18 01:02:00",0
"2018-12-18 01:03:00",0
"2018-12-18 01:04:00",0
"2018-12-18 01:05:00",0
"2018-12-18 01:06:00",0
"2018-12-18 01:07:00",0
"2018-12-18 01:08:00",0
"2018-12-18 01:09:00",0
"2018-12-18 01:10:00",0
"2018-12-18 01:11:00",0
"2018-12-18 01:12:00",0
"2018-12-18 01:13:00",0
"2018-12-18 01:14:00",0
"2018-12-18 01:15:00",0
"2018-12-18 01:16:00",0
"2018-12-18 01:17:00",347.394588328604
"2018-12-18 01:18:00",0
"2018-12-18 01:19:00",0
"2018-12-18 01:20:00",0
"2018-12-18 01:21:00",0
"2018-12-18 01:22:00",0
"2018-12-18 01:23:00",0
"2018-12-18 01:24:00",0
"2018-12-18 01:25:00",0
"2018-12-18 01:26:00",2590.33781580704
"2018-12-18 01:27:00",0
"2018-12-18 01:28:00",0
"2018-12-18 01:29:00",0
"2018-12-18 01:30:00",0
"2018-12-18 01:31:00",0
"2018-12-18 01:32:00",0
"2018-12-18 01:33:00",1349.73182521566
"2018-12-18 01:34:00",0
"2018-12-18 01:35:00",0
"2018-12-18 01:36:00",0
